Artist Name,Artwork Title,Second Sale Date,Second Auction House,Second Low & High Estimates (Mill.),Second Realized Price,Second Currency of Transaction,Second Link,First Sale Date,First Auction House,First Low & High Estimates (Mill.),First Realized Price,First Currency of Transaction,First Link
Mark Rothko,"""Blue Over Red""",11/14/19,Sotheby's,25-35,26.461,USD,https://www.sothebys.com/en/auctions/ecatalogue/2019/contemporary-art-evening-n10149/lot.26.html,11/08/05,Christie's NY,4.5-6.5,5.616,USD,https://www.christies.com/lotfinder/Lot/mark-rothko-1903-1970-blue-over-red-4597398-details.aspx
